"Atom number","Rang","Delta P"
"25","1","0.791"
"27","2","0.791"
"23","3","0.572"
"2","4","0.289"
"1","5","0.100"
"3","6","0.061"
"4","7","0.052"
"9","8","0.052"
"10","9","0.021"
"26","10","-0.007"
"28","11","-0.007"
"22","12","-0.064"
"11","13","-0.172"
"24","14","-0.183"
"8","15","-0.236"
"19","16","-0.544"
"30","17","-0.544"
"17","18","-0.634"
"31","19","-0.634"
"20","20","-0.646"
"7","21","-0.691"
"15","22","-0.696"
"16","23","-0.699"
"18","24","-0.751"
"29","25","-0.751"
"21","26","-0.792"
"5","27","-0.828"
"12","28","-0.832"
"14","29","-0.838"
"6","30","-0.864"
"13","31","-0.913"
