"Atom number","Rang","Delta P"
"1","1","0.612"
"16","2","0.197"
"20","3","-0.179"
"21","4","-0.179"
"12","5","-0.197"
"19","6","-0.204"
"24","7","-0.208"
"8","8","-0.267"
"13","9","-0.267"
"11","10","-0.387"
"14","11","-0.393"
"26","12","-0.395"
"17","13","-0.413"
"30","14","-0.428"
"4","15","-0.429"
"23","16","-0.449"
"7","17","-0.479"
"9","18","-0.546"
"29","19","-0.552"
"15","20","-0.574"
"28","21","-0.580"
"22","22","-0.602"
"10","23","-0.629"
"5","24","-0.643"
"18","25","-0.659"
"3","26","-0.669"
"27","27","-0.675"
"6","28","-0.685"
"2","29","-0.757"
"25","30","-0.824"
