"Atom number","Rang","Delta P"
"3","1","-0.042"
"32","2","-0.055"
"33","3","-0.057"
"24","4","-0.070"
"35","5","-0.074"
"41","6","-0.080"
"15","7","-0.087"
"12","8","-0.092"
"23","9","-0.096"
"1","10","-0.119"
"31","11","-0.123"
"37","12","-0.126"
"38","13","-0.130"
"2","14","-0.131"
"28","15","-0.136"
"39","16","-0.151"
"40","17","-0.151"
"42","18","-0.151"
"43","19","-0.151"
"4","20","-0.176"
"14","21","-0.180"
"16","22","-0.180"
"34","23","-0.181"
"29","24","-0.185"
"11","25","-0.191"
"6","26","-0.197"
"10","27","-0.199"
"5","28","-0.200"
"27","29","-0.205"
"13","30","-0.211"
"17","31","-0.211"
"7","32","-0.213"
"36","33","-0.215"
"25","34","-0.219"
"20","35","-0.233"
"30","36","-0.236"
"8","37","-0.237"
"9","38","-0.237"
"18","39","-0.237"
"19","40","-0.237"
"22","41","-0.245"
"21","42","-0.267"
"26","43","-0.268"
