"Atom number","Rang","Delta P"
"33","1","0.104"
"54","2","0.104"
"31","3","0.069"
"52","4","0.069"
"39","5","-0.051"
"46","6","-0.051"
"35","7","-0.096"
"56","8","-0.096"
"40","9","-0.155"
"45","10","-0.155"
"41","11","-0.243"
"44","12","-0.243"
"37","13","-0.317"
"58","14","-0.317"
"25","15","-0.404"
"60","16","-0.404"
"26","17","-0.426"
"47","18","-0.426"
"23","19","-0.466"
"61","20","-0.466"
"28","21","-0.469"
"49","22","-0.469"
"10","23","-0.470"
"14","24","-0.470"
"5","25","-0.474"
"19","26","-0.474"
"30","27","-0.490"
"51","28","-0.490"
"11","29","-0.549"
"12","30","-0.549"
"24","31","-0.550"
"62","32","-0.550"
"2","33","-0.555"
"16","34","-0.555"
"6","35","-0.579"
"20","36","-0.579"
"8","37","-0.606"
"22","38","-0.606"
"42","39","-0.652"
"43","40","-0.652"
"1","41","-0.704"
"17","42","-0.704"
"32","43","-0.704"
"34","44","-0.704"
"36","45","-0.704"
"53","46","-0.704"
"55","47","-0.704"
"57","48","-0.704"
"9","49","-0.744"
"13","50","-0.744"
"7","51","-0.761"
"21","52","-0.761"
"27","53","-0.761"
"29","54","-0.761"
"38","55","-0.761"
"48","56","-0.761"
"50","57","-0.761"
"59","58","-0.761"
"3","59","-0.809"
"18","60","-0.809"
"4","61","-0.845"
"15","62","-0.845"
