"Atom number","Rang","Delta P"
"20","1","0.899"
"29","2","0.144"
"1","3","0.048"
"10","4","0.012"
"14","5","0.012"
"28","6","-0.055"
"30","7","-0.055"
"3","8","-0.147"
"7","9","-0.187"
"23","10","-0.187"
"18","11","-0.207"
"27","12","-0.270"
"31","13","-0.270"
"9","14","-0.292"
"6","15","-0.297"
"24","16","-0.297"
"21","17","-0.309"
"5","18","-0.332"
"19","19","-0.336"
"11","20","-0.353"
"4","21","-0.362"
"13","22","-0.371"
"2","23","-0.374"
"26","24","-0.377"
"8","25","-0.388"
"16","26","-0.426"
"12","27","-0.563"
"32","28","-0.572"
"22","29","-0.573"
"17","30","-0.587"
"25","31","-0.663"
"15","32","-0.696"
