"Atom number","Rang","Delta P"
"9","1","0.830"
"27","2","0.673"
"28","3","0.673"
"2","4","0.480"
"16","5","0.418"
"17","6","0.406"
"26","7","0.238"
"25","8","-0.108"
"13","9","-0.220"
"12","10","-0.328"
"14","11","-0.328"
"1","12","-0.454"
"11","13","-0.454"
"15","14","-0.454"
"8","15","-0.522"
"5","16","-0.611"
"21","17","-0.625"
"19","18","-0.650"
"18","19","-0.665"
"10","20","-0.731"
"20","21","-0.739"
"29","22","-0.777"
"4","23","-0.804"
"23","24","-0.805"
"3","25","-0.812"
"7","26","-0.841"
"22","27","-0.854"
"24","28","-0.870"
"6","29","-0.881"
