"Atom number","Rang","Delta P"
"1","1","0.431"
"24","2","0.089"
"12","3","0.047"
"28","4","0.020"
"15","5","0.015"
"31","6","-0.005"
"4","7","-0.048"
"25","8","-0.062"
"16","9","-0.072"
"30","10","-0.077"
"17","11","-0.090"
"3","12","-0.098"
"5","13","-0.112"
"8","14","-0.117"
"9","15","-0.117"
"32","16","-0.122"
"29","17","-0.146"
"7","18","-0.155"
"10","19","-0.155"
"14","20","-0.158"
"13","21","-0.198"
"6","22","-0.204"
"2","23","-0.216"
"18","24","-0.304"
"21","25","-0.341"
"11","26","-0.366"
"19","27","-0.403"
"20","28","-0.448"
"26","29","-0.487"
"27","30","-0.500"
"23","31","-0.515"
"22","32","-0.568"
