"Atom number","Rang","Delta P"
"10","1","0.404"
"13","2","0.066"
"15","3","0.066"
"21","4","0.066"
"1","5","-0.002"
"16","6","-0.004"
"4","7","-0.039"
"3","8","-0.069"
"17","9","-0.077"
"22","10","-0.136"
"11","11","-0.143"
"23","12","-0.213"
"9","13","-0.227"
"19","14","-0.244"
"25","15","-0.277"
"8","16","-0.350"
"5","17","-0.476"
"6","18","-0.510"
"7","19","-0.519"
"26","20","-0.522"
"24","21","-0.604"
"2","22","-0.639"
"14","23","-0.734"
"12","24","-0.744"
"20","25","-0.821"
"18","26","-0.881"
