"Atom number","Rang","Delta P"
"5","1","0.029"
"20","2","-0.032"
"18","3","-0.078"
"19","4","-0.078"
"17","5","-0.143"
"1","6","-0.221"
"3","7","-0.221"
"21","8","-0.231"
"24","9","-0.231"
"10","10","-0.320"
"22","11","-0.320"
"23","12","-0.320"
"13","13","-0.330"
"14","14","-0.330"
"2","15","-0.345"
"7","16","-0.345"
"15","17","-0.358"
"16","18","-0.375"
"6","19","-0.389"
"12","20","-0.421"
"4","21","-0.425"
"9","22","-0.475"
"25","23","-0.475"
"11","24","-0.496"
"8","25","-0.618"
"26","26","-0.618"
