"Atom number","Rang","Delta P"
"1","1","0.657"
"3","2","0.657"
"6","3","0.267"
"10","4","-0.091"
"13","5","-0.105"
"28","6","-0.105"
"20","7","-0.162"
"26","8","-0.162"
"16","9","-0.211"
"19","10","-0.237"
"27","11","-0.237"
"12","12","-0.264"
"29","13","-0.264"
"4","14","-0.307"
"2","15","-0.328"
"8","16","-0.343"
"14","17","-0.389"
"18","18","-0.413"
"9","19","-0.483"
"17","20","-0.518"
"11","21","-0.521"
"21","22","-0.530"
"5","23","-0.548"
"22","24","-0.549"
"25","25","-0.562"
"7","26","-0.623"
"24","27","-0.630"
"15","28","-0.752"
"23","29","-0.789"
