"Atom number","Rang","Delta P"
"20","1","0.785"
"8","2","0.496"
"17","3","0.324"
"5","4","0.242"
"29","5","0.202"
"1","6","0.160"
"21","7","0.132"
"10","8","0.093"
"14","9","0.093"
"18","10","0.070"
"12","11","0.012"
"28","12","-0.034"
"30","13","-0.034"
"16","14","-0.131"
"7","15","-0.132"
"23","16","-0.132"
"19","17","-0.156"
"9","18","-0.158"
"25","19","-0.181"
"3","20","-0.191"
"11","21","-0.199"
"13","22","-0.202"
"22","23","-0.231"
"27","24","-0.280"
"31","25","-0.280"
"15","26","-0.307"
"6","27","-0.322"
"24","28","-0.322"
"32","29","-0.395"
"2","30","-0.440"
"26","31","-0.459"
"4","32","-0.479"
