"Atom number","Rang","Delta P"
"11","1","0.777"
"1","2","0.446"
"26","3","0.024"
"22","4","-0.036"
"8","5","-0.041"
"7","6","-0.056"
"27","7","-0.134"
"9","8","-0.185"
"13","9","-0.233"
"14","10","-0.256"
"29","11","-0.274"
"6","12","-0.298"
"25","13","-0.425"
"12","14","-0.440"
"18","15","-0.456"
"21","16","-0.474"
"17","17","-0.482"
"2","18","-0.486"
"20","19","-0.530"
"15","20","-0.608"
"3","21","-0.611"
"4","22","-0.619"
"10","23","-0.658"
"5","24","-0.681"
"28","25","-0.694"
"16","26","-0.754"
"23","27","-0.835"
"24","28","-0.852"
"19","29","-0.910"
