"Atom number","Rang","Delta P"
"1","1","0.712"
"7","2","0.426"
"18","3","0.262"
"17","4","0.133"
"10","5","0.126"
"14","6","0.116"
"22","7","0.110"
"8","8","-0.015"
"9","9","-0.015"
"19","10","-0.040"
"4","11","-0.043"
"28","12","-0.043"
"16","13","-0.081"
"11","14","-0.096"
"25","15","-0.129"
"5","16","-0.168"
"27","17","-0.168"
"26","18","-0.265"
"3","19","-0.326"
"23","20","-0.419"
"21","21","-0.476"
"6","22","-0.484"
"13","23","-0.570"
"2","24","-0.602"
"12","25","-0.612"
"24","26","-0.666"
"15","27","-0.698"
"20","28","-0.713"
