"Atom number","Rang","Delta P"
"9","1","0.774"
"27","2","0.754"
"28","3","0.754"
"2","4","0.540"
"17","5","0.337"
"25","6","0.168"
"13","7","-0.130"
"1","8","-0.225"
"12","9","-0.270"
"14","10","-0.270"
"19","11","-0.380"
"26","12","-0.434"
"11","13","-0.452"
"15","14","-0.452"
"18","15","-0.485"
"20","16","-0.492"
"16","17","-0.546"
"21","18","-0.571"
"8","19","-0.593"
"22","20","-0.641"
"24","21","-0.657"
"4","22","-0.660"
"29","23","-0.721"
"10","24","-0.724"
"23","25","-0.775"
"7","26","-0.810"
"5","27","-0.811"
"6","28","-0.820"
"3","29","-0.952"
