"Atom number","Rang","Delta P"
"1","1","0.594"
"37","2","0.450"
"31","3","0.396"
"21","4","0.300"
"22","5","0.300"
"23","6","0.300"
"38","7","0.093"
"27","8","-0.017"
"5","9","-0.043"
"6","10","-0.136"
"20","11","-0.243"
"4","12","-0.282"
"7","13","-0.285"
"26","14","-0.323"
"13","15","-0.406"
"30","16","-0.417"
"32","17","-0.417"
"28","18","-0.432"
"17","19","-0.462"
"25","20","-0.462"
"18","21","-0.470"
"24","22","-0.470"
"8","23","-0.475"
"29","24","-0.496"
"33","25","-0.496"
"19","26","-0.504"
"10","27","-0.514"
"34","28","-0.531"
"14","29","-0.578"
"15","30","-0.578"
"35","31","-0.584"
"3","32","-0.605"
"16","33","-0.618"
"11","34","-0.636"
"9","35","-0.685"
"39","36","-0.710"
"2","37","-0.760"
"12","38","-0.761"
"36","39","-0.792"
