"Atom number","Rang","Delta P"
"27","1","0.658"
"28","2","0.658"
"9","3","0.653"
"2","4","0.561"
"17","5","0.304"
"25","6","-0.056"
"13","7","-0.237"
"12","8","-0.388"
"14","9","-0.388"
"1","10","-0.490"
"19","11","-0.520"
"11","12","-0.532"
"15","13","-0.532"
"8","14","-0.591"
"26","15","-0.603"
"20","16","-0.618"
"18","17","-0.624"
"21","18","-0.673"
"16","19","-0.675"
"22","20","-0.769"
"4","21","-0.771"
"10","22","-0.781"
"29","23","-0.785"
"24","24","-0.805"
"23","25","-0.811"
"5","26","-0.819"
"7","27","-0.872"
"6","28","-0.899"
"3","29","-0.956"
