"Atom number","Rang","Delta P"
"4","1","0.555"
"32","2","0.094"
"35","3","-0.055"
"16","4","-0.070"
"33","5","-0.123"
"21","6","-0.180"
"1","7","-0.278"
"11","8","-0.308"
"26","9","-0.319"
"2","10","-0.325"
"12","11","-0.326"
"29","12","-0.343"
"9","13","-0.347"
"38","14","-0.379"
"15","15","-0.380"
"28","16","-0.383"
"10","17","-0.384"
"13","18","-0.384"
"27","19","-0.384"
"30","20","-0.384"
"36","21","-0.384"
"39","22","-0.384"
"22","23","-0.498"
"41","24","-0.529"
"23","25","-0.553"
"3","26","-0.559"
"24","27","-0.587"
"8","28","-0.627"
"6","29","-0.631"
"42","30","-0.631"
"5","31","-0.643"
"25","32","-0.653"
"7","33","-0.660"
"20","34","-0.664"
"18","35","-0.671"
"14","36","-0.700"
"17","37","-0.704"
"40","38","-0.710"
"37","39","-0.741"
"19","40","-0.754"
"31","41","-0.800"
"34","42","-0.802"
