"Atom number","Rang","Delta P"
"13","1","-0.006"
"25","2","-0.040"
"10","3","-0.047"
"14","4","-0.061"
"2","5","-0.077"
"8","6","-0.084"
"9","7","-0.084"
"26","8","-0.089"
"7","9","-0.132"
"6","10","-0.151"
"11","11","-0.168"
"1","12","-0.210"
"24","13","-0.214"
"22","14","-0.215"
"5","15","-0.301"
"27","16","-0.301"
"3","17","-0.309"
"23","18","-0.311"
"18","19","-0.321"
"12","20","-0.322"
"17","21","-0.324"
"4","22","-0.358"
"28","23","-0.358"
"21","24","-0.366"
"16","25","-0.433"
"19","26","-0.449"
"20","27","-0.490"
"15","28","-0.555"
