"Atom number","Rang","Delta P"
"12","1","0.079"
"5","2","-0.019"
"8","3","-0.030"
"17","4","-0.042"
"25","5","-0.057"
"10","6","-0.062"
"14","7","-0.062"
"16","8","-0.070"
"32","9","-0.073"
"20","10","-0.091"
"21","11","-0.108"
"1","12","-0.156"
"15","13","-0.178"
"18","14","-0.217"
"19","15","-0.227"
"2","16","-0.230"
"26","17","-0.241"
"3","18","-0.242"
"22","19","-0.244"
"11","20","-0.276"
"29","21","-0.283"
"4","22","-0.327"
"13","23","-0.381"
"6","24","-0.383"
"7","25","-0.383"
"23","26","-0.383"
"24","27","-0.383"
"28","28","-0.421"
"30","29","-0.421"
"9","30","-0.426"
"27","31","-0.491"
"31","32","-0.491"
