"Atom number","Rang","Delta P"
"34","1","0.520"
"35","2","0.520"
"36","3","0.520"
"1","4","0.406"
"6","5","0.289"
"7","6","0.245"
"19","7","0.131"
"17","8","0.130"
"16","9","0.097"
"28","10","0.027"
"9","11","0.022"
"33","12","-0.057"
"12","13","-0.058"
"24","14","-0.123"
"31","15","-0.247"
"18","16","-0.275"
"23","17","-0.289"
"20","18","-0.290"
"8","19","-0.388"
"5","20","-0.391"
"26","21","-0.391"
"10","22","-0.395"
"25","23","-0.416"
"4","24","-0.430"
"21","25","-0.431"
"14","26","-0.433"
"15","27","-0.433"
"30","28","-0.433"
"13","29","-0.450"
"32","30","-0.500"
"3","31","-0.537"
"2","32","-0.550"
"29","33","-0.598"
"22","34","-0.640"
"27","35","-0.646"
"11","36","-0.708"
