"Atom number","Rang","Delta P"
"4","1","0.780"
"32","2","0.261"
"33","3","0.236"
"1","4","0.008"
"2","5","-0.055"
"9","6","-0.066"
"11","7","-0.077"
"10","8","-0.095"
"13","9","-0.095"
"27","10","-0.095"
"30","11","-0.095"
"36","12","-0.095"
"39","13","-0.095"
"16","14","-0.112"
"12","15","-0.127"
"15","16","-0.137"
"35","17","-0.201"
"26","18","-0.208"
"21","19","-0.252"
"23","20","-0.273"
"38","21","-0.289"
"25","22","-0.291"
"24","23","-0.293"
"3","24","-0.311"
"22","25","-0.349"
"41","26","-0.350"
"29","27","-0.365"
"28","28","-0.402"
"8","29","-0.453"
"7","30","-0.470"
"20","31","-0.488"
"14","32","-0.489"
"18","33","-0.497"
"6","34","-0.500"
"42","35","-0.500"
"19","36","-0.514"
"5","37","-0.552"
"40","38","-0.558"
"17","39","-0.580"
"37","40","-0.610"
"34","41","-0.618"
"31","42","-0.813"
