"Atom number","Rang","Delta P"
"1","1","0.657"
"18","2","0.154"
"17","3","0.036"
"7","4","-0.018"
"4","5","-0.048"
"28","6","-0.048"
"14","7","-0.063"
"11","8","-0.150"
"23","9","-0.184"
"5","10","-0.217"
"27","11","-0.217"
"19","12","-0.317"
"16","13","-0.329"
"25","14","-0.336"
"22","15","-0.350"
"26","16","-0.351"
"24","17","-0.404"
"8","18","-0.478"
"9","19","-0.478"
"3","20","-0.513"
"21","21","-0.553"
"10","22","-0.582"
"6","23","-0.611"
"12","24","-0.699"
"15","25","-0.766"
"20","26","-0.774"
"2","27","-0.782"
"13","28","-0.804"
