"Atom number","Rang","Delta P"
"40","1","0.066"
"45","2","0.009"
"18","3","-0.005"
"26","4","-0.010"
"43","5","-0.019"
"8","6","-0.025"
"11","7","-0.047"
"35","8","-0.047"
"46","9","-0.049"
"17","10","-0.062"
"31","11","-0.063"
"20","12","-0.071"
"21","13","-0.071"
"36","14","-0.084"
"37","15","-0.084"
"59","16","-0.084"
"19","17","-0.092"
"16","18","-0.093"
"1","19","-0.096"
"3","20","-0.096"
"22","21","-0.102"
"42","22","-0.106"
"30","23","-0.107"
"32","24","-0.107"
"29","25","-0.108"
"33","26","-0.108"
"55","27","-0.108"
"49","28","-0.109"
"28","29","-0.110"
"47","30","-0.111"
"58","31","-0.111"
"4","32","-0.112"
"48","33","-0.112"
"27","34","-0.113"
"50","35","-0.114"
"62","36","-0.114"
"2","37","-0.115"
"38","38","-0.116"
"7","39","-0.117"
"12","40","-0.118"
"44","41","-0.118"
"54","42","-0.118"
"39","43","-0.119"
"5","44","-0.121"
"14","45","-0.121"
"23","46","-0.121"
"41","47","-0.123"
"15","48","-0.125"
"51","49","-0.126"
"9","50","-0.128"
"53","51","-0.128"
"24","52","-0.129"
"10","53","-0.130"
"52","54","-0.130"
"13","55","-0.135"
"25","56","-0.137"
"56","57","-0.141"
"61","58","-0.141"
"6","59","-0.143"
"34","60","-0.144"
"57","61","-0.146"
"60","62","-0.146"
