"Atom number","Rang","Delta P"
"18","1","0.319"
"27","2","0.148"
"8","3","0.076"
"15","4","0.058"
"7","5","0.047"
"17","6","0.021"
"1","7","-0.001"
"11","8","-0.063"
"12","9","-0.082"
"16","10","-0.135"
"10","11","-0.150"
"26","12","-0.189"
"21","13","-0.250"
"22","14","-0.291"
"9","15","-0.324"
"13","16","-0.325"
"23","17","-0.360"
"14","18","-0.426"
"6","19","-0.473"
"20","20","-0.514"
"25","21","-0.515"
"19","22","-0.556"
"24","23","-0.564"
"4","24","-0.599"
"2","25","-0.644"
"28","26","-0.685"
"3","27","-0.687"
"5","28","-0.701"
