"Atom number","Rang","Delta P"
"1","1","0.252"
"31","2","0.152"
"37","3","0.134"
"38","4","0.011"
"5","5","-0.139"
"6","6","-0.141"
"4","7","-0.196"
"18","8","-0.212"
"24","9","-0.212"
"7","10","-0.240"
"20","11","-0.268"
"21","12","-0.324"
"22","13","-0.324"
"23","14","-0.324"
"13","15","-0.351"
"26","16","-0.363"
"17","17","-0.378"
"25","18","-0.378"
"30","19","-0.405"
"32","20","-0.405"
"29","21","-0.433"
"33","22","-0.433"
"8","23","-0.459"
"27","24","-0.470"
"28","25","-0.489"
"34","26","-0.496"
"19","27","-0.513"
"35","28","-0.517"
"14","29","-0.528"
"15","30","-0.528"
"16","31","-0.529"
"10","32","-0.536"
"3","33","-0.545"
"9","34","-0.619"
"39","35","-0.645"
"11","36","-0.669"
"36","37","-0.695"
"2","38","-0.708"
"12","39","-0.747"
