"Atom number","Rang","Delta P"
"28","1","0.427"
"11","2","0.262"
"14","3","0.185"
"16","4","0.185"
"40","5","0.172"
"42","6","0.172"
"2","7","0.148"
"31","8","0.042"
"37","9","0.022"
"33","10","-0.081"
"29","11","-0.129"
"8","12","-0.137"
"19","13","-0.137"
"12","14","-0.146"
"25","15","-0.171"
"9","16","-0.199"
"18","17","-0.199"
"30","18","-0.261"
"35","19","-0.318"
"5","20","-0.321"
"1","21","-0.322"
"27","22","-0.324"
"13","23","-0.357"
"17","24","-0.357"
"39","25","-0.358"
"43","26","-0.358"
"34","27","-0.362"
"26","28","-0.365"
"38","29","-0.376"
"20","30","-0.385"
"41","31","-0.412"
"7","32","-0.461"
"15","33","-0.465"
"32","34","-0.486"
"4","35","-0.508"
"21","36","-0.517"
"10","37","-0.546"
"23","38","-0.548"
"6","39","-0.569"
"22","40","-0.592"
"36","41","-0.624"
"24","42","-0.734"
"3","43","-0.743"
