"Atom number","Rang","Delta P"
"8","1","0.614"
"7","2","0.401"
"4","3","0.327"
"62","4","0.314"
"30","5","0.297"
"32","6","0.297"
"19","7","0.216"
"5","8","0.196"
"46","9","0.141"
"26","10","0.136"
"57","11","0.123"
"60","12","0.123"
"36","13","0.115"
"37","14","0.115"
"11","15","0.110"
"56","16","0.086"
"61","17","0.086"
"35","18","0.079"
"27","19","0.070"
"6","20","0.051"
"17","21","0.035"
"43","22","0.034"
"1","23","0.031"
"3","24","0.031"
"23","25","0.029"
"48","26","0.015"
"31","27","-0.012"
"29","28","-0.024"
"33","29","-0.024"
"24","30","-0.033"
"54","31","-0.037"
"58","32","-0.037"
"20","33","-0.043"
"21","34","-0.043"
"45","35","-0.049"
"55","36","-0.052"
"40","37","-0.054"
"2","38","-0.059"
"38","39","-0.068"
"14","40","-0.080"
"28","41","-0.087"
"41","42","-0.092"
"59","43","-0.100"
"49","44","-0.110"
"9","45","-0.112"
"53","46","-0.112"
"13","47","-0.126"
"10","48","-0.127"
"52","49","-0.127"
"50","50","-0.133"
"42","51","-0.136"
"47","52","-0.136"
"18","53","-0.140"
"12","54","-0.231"
"51","55","-0.245"
"44","56","-0.247"
"39","57","-0.250"
"15","58","-0.260"
"22","59","-0.261"
"16","60","-0.289"
"34","61","-0.294"
"25","62","-0.310"
