"Atom number","Rang","Delta P"
"23","1","0.157"
"28","2","0.124"
"14","3","-0.028"
"32","4","-0.028"
"35","5","-0.044"
"36","6","-0.044"
"3","7","-0.076"
"6","8","-0.076"
"8","9","-0.076"
"22","10","-0.076"
"34","11","-0.076"
"30","12","-0.081"
"33","13","-0.087"
"20","14","-0.117"
"1","15","-0.166"
"18","16","-0.195"
"31","17","-0.196"
"26","18","-0.230"
"29","19","-0.274"
"4","20","-0.285"
"10","21","-0.370"
"24","22","-0.373"
"13","23","-0.375"
"16","24","-0.394"
"15","25","-0.408"
"9","26","-0.416"
"21","27","-0.443"
"12","28","-0.484"
"5","29","-0.519"
"2","30","-0.523"
"25","31","-0.550"
"7","32","-0.584"
"11","33","-0.602"
"17","34","-0.662"
"27","35","-0.673"
"19","36","-0.728"
