"Atom number","Rang","Delta P"
"15","1","0.926"
"7","2","-0.465"
"8","3","-0.465"
"22","4","-0.468"
"23","5","-0.468"
"36","6","-0.491"
"11","7","-0.514"
"26","8","-0.527"
"14","9","-0.563"
"25","10","-0.576"
"35","11","-0.582"
"2","12","-0.629"
"12","13","-0.639"
"33","14","-0.643"
"13","15","-0.644"
"6","16","-0.653"
"9","17","-0.674"
"30","18","-0.685"
"27","19","-0.688"
"32","20","-0.701"
"1","21","-0.736"
"3","22","-0.736"
"42","23","-0.743"
"18","24","-0.760"
"16","25","-0.764"
"19","26","-0.781"
"29","27","-0.819"
"24","28","-0.825"
"28","29","-0.831"
"31","30","-0.850"
"39","31","-0.855"
"10","32","-0.862"
"20","33","-0.867"
"17","34","-0.872"
"4","35","-0.883"
"38","36","-0.892"
"40","37","-0.900"
"37","38","-0.909"
"21","39","-0.911"
"5","40","-0.915"
"34","41","-0.936"
"41","42","-0.937"
