"Atom number","Rang","Delta P"
"25","1","0.572"
"27","2","0.572"
"2","3","0.072"
"23","4","0.011"
"9","5","-0.007"
"1","6","-0.056"
"10","7","-0.065"
"3","8","-0.110"
"4","9","-0.173"
"22","10","-0.178"
"11","11","-0.184"
"8","12","-0.240"
"26","13","-0.329"
"28","14","-0.329"
"24","15","-0.391"
"17","16","-0.466"
"31","17","-0.466"
"19","18","-0.576"
"30","19","-0.576"
"7","20","-0.642"
"12","21","-0.642"
"20","22","-0.655"
"16","23","-0.658"
"15","24","-0.691"
"5","25","-0.705"
"18","26","-0.711"
"29","27","-0.711"
"21","28","-0.776"
"14","29","-0.814"
"6","30","-0.830"
"13","31","-0.872"
