"Atom number","Rang","Delta P"
"10","1","0.312"
"23","2","0.197"
"11","3","0.134"
"16","4","0.073"
"22","5","0.049"
"4","6","-0.062"
"25","7","-0.063"
"13","8","-0.121"
"15","9","-0.121"
"21","10","-0.121"
"17","11","-0.164"
"1","12","-0.207"
"19","13","-0.248"
"3","14","-0.280"
"12","15","-0.317"
"18","16","-0.361"
"8","17","-0.426"
"5","18","-0.427"
"7","19","-0.456"
"20","20","-0.459"
"2","21","-0.461"
"9","22","-0.472"
"14","23","-0.529"
"24","24","-0.530"
"6","25","-0.533"
"26","26","-0.614"
