"Atom number","Rang","Delta P"
"4","1","0.626"
"32","2","0.418"
"33","3","0.231"
"35","4","0.177"
"1","5","0.064"
"29","6","-0.002"
"2","7","-0.004"
"9","8","-0.008"
"10","9","-0.008"
"13","10","-0.008"
"27","11","-0.008"
"30","12","-0.008"
"36","13","-0.008"
"39","14","-0.008"
"26","15","-0.081"
"22","16","-0.089"
"38","17","-0.112"
"11","18","-0.182"
"41","19","-0.189"
"16","20","-0.191"
"28","21","-0.202"
"24","22","-0.206"
"23","23","-0.221"
"5","24","-0.265"
"15","25","-0.265"
"3","26","-0.288"
"7","27","-0.297"
"21","28","-0.316"
"6","29","-0.338"
"42","30","-0.338"
"8","31","-0.353"
"12","32","-0.362"
"25","33","-0.388"
"40","34","-0.427"
"20","35","-0.432"
"18","36","-0.442"
"37","37","-0.475"
"34","38","-0.495"
"14","39","-0.517"
"31","40","-0.546"
"17","41","-0.565"
"19","42","-0.593"
