"Atom number","Rang","Delta P"
"1","1","0.422"
"21","2","0.271"
"22","3","0.271"
"23","4","0.271"
"31","5","0.030"
"37","6","-0.106"
"38","7","-0.130"
"5","8","-0.220"
"6","9","-0.262"
"20","10","-0.313"
"13","11","-0.326"
"4","12","-0.390"
"26","13","-0.396"
"34","14","-0.405"
"17","15","-0.410"
"25","16","-0.410"
"18","17","-0.413"
"24","18","-0.413"
"7","19","-0.440"
"29","20","-0.539"
"33","21","-0.539"
"9","22","-0.543"
"19","23","-0.556"
"36","24","-0.598"
"14","25","-0.683"
"15","26","-0.683"
"28","27","-0.684"
"30","28","-0.691"
"32","29","-0.691"
"8","30","-0.697"
"3","31","-0.724"
"39","32","-0.724"
"27","33","-0.736"
"2","34","-0.755"
"16","35","-0.764"
"10","36","-0.820"
"12","37","-0.820"
"35","38","-0.820"
"11","39","-0.912"
