"Atom number","Rang","Delta P"
"20","1","0.206"
"22","2","0.206"
"6","3","0.081"
"27","4","0.081"
"19","5","0.057"
"23","6","0.057"
"5","7","-0.029"
"28","8","-0.029"
"15","9","-0.056"
"25","10","-0.056"
"16","11","-0.099"
"24","12","-0.099"
"9","13","-0.137"
"2","14","-0.219"
"17","15","-0.239"
"10","16","-0.253"
"11","17","-0.281"
"18","18","-0.309"
"14","19","-0.367"
"21","20","-0.384"
"1","21","-0.448"
"4","22","-0.454"
"26","23","-0.476"
"7","24","-0.485"
"8","25","-0.571"
"3","26","-0.625"
"13","27","-0.735"
"12","28","-0.786"
