"Atom number","Rang","Delta P"
"1","1","0.467"
"26","2","0.275"
"24","3","0.175"
"28","4","0.130"
"29","5","0.080"
"21","6","0.013"
"6","7","-0.020"
"4","8","-0.047"
"5","9","-0.076"
"16","10","-0.268"
"12","11","-0.279"
"22","12","-0.283"
"15","13","-0.317"
"9","14","-0.369"
"14","15","-0.382"
"11","16","-0.396"
"3","17","-0.464"
"18","18","-0.483"
"10","19","-0.501"
"19","20","-0.533"
"23","21","-0.554"
"7","22","-0.571"
"8","23","-0.599"
"20","24","-0.599"
"27","25","-0.643"
"13","26","-0.655"
"17","27","-0.655"
"25","28","-0.699"
"2","29","-0.855"
