"Atom number","Rang","Delta P"
"20","1","0.519"
"22","2","0.492"
"19","3","0.310"
"9","4","0.038"
"6","5","-0.035"
"28","6","-0.035"
"15","7","-0.058"
"26","8","-0.058"
"5","9","-0.095"
"29","10","-0.095"
"2","11","-0.113"
"23","12","-0.114"
"11","13","-0.176"
"24","14","-0.179"
"14","15","-0.185"
"16","16","-0.229"
"25","17","-0.229"
"17","18","-0.242"
"4","19","-0.269"
"18","20","-0.292"
"10","21","-0.296"
"1","22","-0.301"
"3","23","-0.309"
"7","24","-0.360"
"27","25","-0.368"
"8","26","-0.383"
"13","27","-0.386"
"12","28","-0.443"
"21","29","-0.486"
