"Atom number","Rang","Delta P"
"1","1","0.662"
"26","2","0.092"
"11","3","-0.101"
"6","4","-0.115"
"4","5","-0.156"
"24","6","-0.185"
"29","7","-0.185"
"5","8","-0.201"
"18","9","-0.215"
"15","10","-0.327"
"28","11","-0.367"
"9","12","-0.401"
"21","13","-0.442"
"14","14","-0.471"
"16","15","-0.479"
"10","16","-0.523"
"12","17","-0.530"
"3","18","-0.560"
"19","19","-0.615"
"20","20","-0.634"
"13","21","-0.682"
"17","22","-0.682"
"27","23","-0.697"
"23","24","-0.739"
"25","25","-0.744"
"22","26","-0.791"
"7","27","-0.828"
"2","28","-0.864"
"8","29","-0.865"
