"Atom number","Rang","Delta P"
"23","1","0.143"
"10","2","-0.015"
"12","3","-0.017"
"21","4","-0.018"
"14","5","-0.029"
"18","6","-0.069"
"9","7","-0.097"
"5","8","-0.107"
"4","9","-0.155"
"26","10","-0.160"
"27","11","-0.160"
"28","12","-0.160"
"13","13","-0.183"
"25","14","-0.221"
"17","15","-0.253"
"1","16","-0.275"
"20","17","-0.277"
"31","18","-0.280"
"30","19","-0.291"
"22","20","-0.297"
"15","21","-0.309"
"11","22","-0.313"
"16","23","-0.314"
"6","24","-0.334"
"29","25","-0.346"
"24","26","-0.375"
"7","27","-0.388"
"32","28","-0.425"
"3","29","-0.461"
"2","30","-0.471"
"19","31","-0.503"
"8","32","-0.533"
