"Atom number","Rang","Delta P"
"1","1","0.414"
"26","2","-0.043"
"43","3","-0.217"
"6","4","-0.255"
"18","5","-0.261"
"4","6","-0.284"
"30","7","-0.288"
"33","8","-0.288"
"36","9","-0.288"
"39","10","-0.288"
"42","11","-0.288"
"15","12","-0.306"
"29","13","-0.312"
"5","14","-0.325"
"21","15","-0.349"
"14","16","-0.416"
"28","17","-0.434"
"24","18","-0.454"
"12","19","-0.462"
"16","20","-0.462"
"9","21","-0.465"
"25","22","-0.504"
"22","23","-0.508"
"32","24","-0.508"
"10","25","-0.560"
"41","26","-0.562"
"11","27","-0.569"
"35","28","-0.571"
"3","29","-0.577"
"34","30","-0.618"
"13","31","-0.619"
"17","32","-0.619"
"19","33","-0.626"
"37","34","-0.629"
"38","35","-0.629"
"23","36","-0.636"
"20","37","-0.640"
"27","38","-0.694"
"40","39","-0.731"
"31","40","-0.757"
"7","41","-0.788"
"2","42","-0.805"
"8","43","-0.819"
"44","44","-0.853"
