"Atom number","Rang","Delta P"
"20","1","0.276"
"14","2","0.058"
"21","3","0.051"
"2","4","0.018"
"10","5","0.002"
"17","6","-0.051"
"26","7","-0.051"
"24","8","-0.086"
"25","9","-0.086"
"4","10","-0.109"
"7","11","-0.109"
"30","12","-0.109"
"33","13","-0.109"
"36","14","-0.109"
"16","15","-0.215"
"27","16","-0.215"
"23","17","-0.275"
"9","18","-0.288"
"28","19","-0.312"
"15","20","-0.363"
"32","21","-0.409"
"35","22","-0.440"
"29","23","-0.460"
"13","24","-0.462"
"18","25","-0.462"
"3","26","-0.616"
"11","27","-0.634"
"6","28","-0.640"
"12","29","-0.642"
"8","30","-0.663"
"1","31","-0.753"
"31","32","-0.778"
"34","33","-0.787"
"37","34","-0.813"
"19","35","-0.842"
"5","36","-0.870"
"22","37","-0.875"
