"Atom number","Rang","Delta P"
"32","1","0.386"
"6","2","0.073"
"34","3","0.064"
"27","4","0.036"
"15","5","0.033"
"18","6","-0.026"
"20","7","-0.034"
"26","8","-0.040"
"14","9","-0.050"
"16","10","-0.058"
"21","11","-0.060"
"1","12","-0.062"
"3","13","-0.075"
"19","14","-0.077"
"17","15","-0.078"
"2","16","-0.080"
"4","17","-0.080"
"25","18","-0.081"
"5","19","-0.090"
"28","20","-0.094"
"22","21","-0.100"
"35","22","-0.102"
"29","23","-0.106"
"23","24","-0.108"
"24","25","-0.108"
"31","26","-0.126"
"11","27","-0.130"
"33","28","-0.132"
"30","29","-0.133"
"13","30","-0.142"
"7","31","-0.165"
"8","32","-0.211"
"10","33","-0.215"
"9","34","-0.218"
"12","35","-0.223"
