"Atom number","Rang","Delta P"
"25","1","0.302"
"23","2","0.292"
"28","3","0.206"
"27","4","-0.085"
"6","5","-0.095"
"5","6","-0.113"
"20","7","-0.124"
"16","8","-0.240"
"11","9","-0.257"
"4","10","-0.323"
"15","11","-0.378"
"24","12","-0.378"
"1","13","-0.428"
"22","14","-0.438"
"14","15","-0.502"
"18","16","-0.502"
"17","17","-0.517"
"13","18","-0.615"
"26","19","-0.622"
"21","20","-0.644"
"8","21","-0.645"
"10","22","-0.698"
"7","23","-0.734"
"12","24","-0.734"
"2","25","-0.749"
"19","26","-0.760"
"9","27","-0.888"
"3","28","-0.938"
