"Atom number","Rang","Delta P"
"2","1","0.575"
"24","2","0.492"
"15","3","0.409"
"26","4","0.139"
"12","5","0.066"
"14","6","0.064"
"16","7","-0.021"
"1","8","-0.062"
"6","9","-0.084"
"21","10","-0.091"
"9","11","-0.211"
"27","12","-0.213"
"20","13","-0.281"
"28","14","-0.297"
"29","15","-0.297"
"5","16","-0.315"
"13","17","-0.319"
"30","18","-0.383"
"18","19","-0.408"
"22","20","-0.437"
"17","21","-0.452"
"7","22","-0.535"
"23","23","-0.545"
"8","24","-0.559"
"25","25","-0.561"
"4","26","-0.594"
"19","27","-0.632"
"3","28","-0.640"
"10","29","-0.642"
"11","30","-0.656"
