"Atom number","Rang","Delta P"
"15","1","0.564"
"2","2","0.481"
"26","3","0.080"
"37","4","0.058"
"9","5","-0.028"
"3","6","-0.078"
"6","7","-0.078"
"17","8","-0.078"
"21","9","-0.078"
"36","10","-0.078"
"39","11","-0.078"
"19","12","-0.132"
"18","13","-0.168"
"38","14","-0.209"
"27","15","-0.211"
"16","16","-0.212"
"34","17","-0.225"
"24","18","-0.228"
"1","19","-0.229"
"28","20","-0.229"
"33","21","-0.277"
"7","22","-0.324"
"23","23","-0.334"
"8","24","-0.351"
"35","25","-0.362"
"20","26","-0.378"
"30","27","-0.381"
"22","28","-0.410"
"4","29","-0.412"
"11","30","-0.418"
"12","31","-0.421"
"10","32","-0.449"
"14","33","-0.455"
"31","34","-0.497"
"5","35","-0.512"
"13","36","-0.566"
"32","37","-0.633"
"25","38","-0.708"
"29","39","-0.794"
