"Atom number","Rang","Delta P"
"22","1","0.605"
"11","2","-0.029"
"24","3","-0.054"
"10","4","-0.087"
"27","5","-0.091"
"16","6","-0.126"
"3","7","-0.130"
"4","8","-0.130"
"1","9","-0.167"
"20","10","-0.197"
"26","11","-0.203"
"23","12","-0.204"
"28","13","-0.217"
"6","14","-0.221"
"7","15","-0.246"
"2","16","-0.252"
"21","17","-0.262"
"8","18","-0.284"
"9","19","-0.286"
"19","20","-0.290"
"13","21","-0.299"
"5","22","-0.323"
"14","23","-0.327"
"15","24","-0.348"
"25","25","-0.356"
"12","26","-0.384"
"18","27","-0.396"
"17","28","-0.541"
