"Atom number","Rang","Delta P"
"1","1","0.548"
"8","2","0.477"
"24","3","0.219"
"13","4","0.155"
"11","5","0.150"
"9","6","0.067"
"17","7","0.031"
"18","8","-0.011"
"4","9","-0.018"
"19","10","-0.105"
"25","11","-0.118"
"16","12","-0.164"
"5","13","-0.199"
"26","14","-0.206"
"27","15","-0.206"
"12","16","-0.248"
"22","17","-0.298"
"7","18","-0.316"
"3","19","-0.353"
"10","20","-0.396"
"2","21","-0.477"
"15","22","-0.493"
"23","23","-0.494"
"20","24","-0.515"
"21","25","-0.561"
"6","26","-0.573"
"14","27","-0.630"
