"Atom number","Rang","Delta P"
"2","1","0.756"
"22","2","0.167"
"13","3","-0.123"
"3","4","-0.148"
"4","5","-0.148"
"6","6","-0.222"
"25","7","-0.228"
"21","8","-0.250"
"28","9","-0.263"
"27","10","-0.275"
"20","11","-0.307"
"7","12","-0.320"
"10","13","-0.325"
"17","14","-0.331"
"9","15","-0.409"
"11","16","-0.460"
"15","17","-0.504"
"26","18","-0.529"
"1","19","-0.536"
"8","20","-0.583"
"16","21","-0.631"
"24","22","-0.634"
"14","23","-0.638"
"23","24","-0.651"
"5","25","-0.691"
"18","26","-0.789"
"19","27","-0.809"
"12","28","-0.842"
