"Atom number","Rang","Delta P"
"1","1","0.681"
"7","2","0.681"
"27","3","0.535"
"14","4","0.278"
"24","5","0.124"
"12","6","0.069"
"25","7","0.035"
"18","8","-0.002"
"29","9","-0.076"
"4","10","-0.128"
"11","11","-0.162"
"26","12","-0.246"
"17","13","-0.256"
"28","14","-0.259"
"22","15","-0.309"
"19","16","-0.317"
"32","17","-0.319"
"8","18","-0.330"
"33","19","-0.330"
"9","20","-0.347"
"23","21","-0.375"
"3","22","-0.474"
"5","23","-0.474"
"10","24","-0.474"
"30","25","-0.474"
"15","26","-0.478"
"16","27","-0.478"
"21","28","-0.520"
"20","29","-0.631"
"2","30","-0.647"
"6","31","-0.647"
"31","32","-0.691"
"13","33","-0.709"
