"Atom number","Rang","Delta P"
"14","1","0.794"
"1","2","0.621"
"7","3","0.621"
"27","4","0.493"
"12","5","0.320"
"18","6","0.090"
"11","7","0.036"
"17","8","-0.014"
"4","9","-0.110"
"25","10","-0.121"
"26","11","-0.133"
"9","12","-0.161"
"29","13","-0.197"
"24","14","-0.200"
"8","15","-0.211"
"33","16","-0.211"
"32","17","-0.249"
"28","18","-0.269"
"10","19","-0.297"
"19","20","-0.297"
"15","21","-0.365"
"16","22","-0.365"
"23","23","-0.366"
"30","24","-0.451"
"3","25","-0.463"
"5","26","-0.463"
"22","27","-0.470"
"21","28","-0.571"
"31","29","-0.585"
"20","30","-0.650"
"2","31","-0.696"
"6","32","-0.696"
"13","33","-0.733"
