"Atom number","Rang","Delta P"
"26","1","0.615"
"18","2","0.195"
"12","3","0.156"
"19","4","0.140"
"11","5","0.135"
"13","6","0.135"
"25","7","-0.012"
"10","8","-0.051"
"6","9","-0.088"
"17","10","-0.112"
"16","11","-0.127"
"9","12","-0.134"
"20","13","-0.135"
"21","14","-0.135"
"1","15","-0.139"
"27","16","-0.150"
"8","17","-0.159"
"4","18","-0.244"
"30","19","-0.293"
"31","20","-0.293"
"32","21","-0.293"
"24","22","-0.301"
"2","23","-0.312"
"15","24","-0.330"
"23","25","-0.348"
"7","26","-0.366"
"5","27","-0.390"
"29","28","-0.407"
"28","29","-0.459"
"22","30","-0.591"
"14","31","-0.595"
"3","32","-0.626"
