"Atom number","Rang","Delta P"
"26","1","0.451"
"12","2","0.302"
"11","3","-0.023"
"13","4","-0.023"
"27","5","-0.063"
"16","6","-0.108"
"17","7","-0.214"
"4","8","-0.246"
"10","9","-0.247"
"25","10","-0.250"
"24","11","-0.280"
"8","12","-0.295"
"2","13","-0.309"
"6","14","-0.325"
"15","15","-0.338"
"9","16","-0.349"
"1","17","-0.353"
"5","18","-0.360"
"29","19","-0.404"
"23","20","-0.408"
"18","21","-0.458"
"30","22","-0.460"
"31","23","-0.460"
"32","24","-0.460"
"20","25","-0.468"
"7","26","-0.471"
"21","27","-0.483"
"28","28","-0.492"
"14","29","-0.515"
"19","30","-0.569"
"22","31","-0.574"
"3","32","-0.686"
