"Atom number","Rang","Delta P"
"5","1","0.407"
"24","2","0.348"
"18","3","0.259"
"14","4","0.198"
"2","5","0.095"
"1","6","0.086"
"12","7","0.059"
"17","8","0.023"
"6","9","-0.002"
"3","10","-0.017"
"9","11","-0.059"
"31","12","-0.113"
"33","13","-0.136"
"7","14","-0.141"
"21","15","-0.148"
"30","16","-0.224"
"4","17","-0.227"
"32","18","-0.252"
"27","19","-0.267"
"28","20","-0.267"
"29","21","-0.267"
"8","22","-0.318"
"11","23","-0.358"
"10","24","-0.378"
"23","25","-0.456"
"15","26","-0.484"
"19","27","-0.543"
"13","28","-0.544"
"20","29","-0.552"
"16","30","-0.564"
"26","31","-0.576"
"25","32","-0.578"
"22","33","-0.582"
