"Atom number","Rang","Delta P"
"36","1","0.389"
"20","2","-0.013"
"23","3","-0.035"
"3","4","-0.063"
"6","5","-0.063"
"8","6","-0.063"
"11","7","-0.063"
"24","8","-0.063"
"1","9","-0.097"
"28","10","-0.118"
"10","11","-0.150"
"9","12","-0.166"
"12","13","-0.173"
"22","14","-0.173"
"34","15","-0.207"
"17","16","-0.238"
"18","17","-0.255"
"14","18","-0.297"
"2","19","-0.299"
"26","20","-0.307"
"7","21","-0.337"
"19","22","-0.340"
"4","23","-0.348"
"32","24","-0.355"
"31","25","-0.360"
"35","26","-0.413"
"33","27","-0.420"
"39","28","-0.433"
"38","29","-0.441"
"30","30","-0.448"
"5","31","-0.449"
"13","32","-0.499"
"21","33","-0.537"
"27","34","-0.539"
"15","35","-0.572"
"40","36","-0.599"
"25","37","-0.628"
"16","38","-0.666"
"37","39","-0.692"
"29","40","-0.743"
