"Atom number","Rang","Delta P"
"1","1","0.679"
"18","2","0.679"
"23","3","0.661"
"9","4","0.616"
"12","5","0.616"
"26","6","0.329"
"30","7","0.174"
"15","8","0.147"
"24","9","0.045"
"27","10","-0.147"
"10","11","-0.232"
"14","12","-0.248"
"29","13","-0.263"
"4","14","-0.319"
"21","15","-0.326"
"16","16","-0.362"
"7","17","-0.460"
"13","18","-0.473"
"19","19","-0.486"
"20","20","-0.497"
"3","21","-0.505"
"6","22","-0.539"
"8","23","-0.564"
"5","24","-0.588"
"11","25","-0.650"
"28","26","-0.654"
"22","27","-0.713"
"2","28","-0.721"
"17","29","-0.743"
"25","30","-0.865"
