"Atom number","Rang","Delta P"
"22","1","0.367"
"23","2","0.305"
"19","3","0.127"
"25","4","0.127"
"12","5","0.090"
"3","6","0.051"
"18","7","0.030"
"26","8","0.030"
"9","9","0.023"
"28","10","0.023"
"1","11","-0.012"
"14","12","-0.109"
"8","13","-0.138"
"29","14","-0.138"
"17","15","-0.151"
"20","16","-0.184"
"21","17","-0.189"
"13","18","-0.217"
"2","19","-0.257"
"10","20","-0.276"
"16","21","-0.280"
"27","22","-0.281"
"11","23","-0.302"
"15","24","-0.333"
"5","25","-0.345"
"7","26","-0.509"
"24","27","-0.531"
"6","28","-0.575"
"4","29","-0.658"
