"Atom number","Rang","Delta P"
"28","1","0.593"
"21","2","0.437"
"1","3","0.390"
"15","4","0.279"
"29","5","0.200"
"17","6","0.010"
"16","7","-0.029"
"18","8","-0.044"
"10","9","-0.092"
"8","10","-0.102"
"6","11","-0.111"
"26","12","-0.125"
"31","13","-0.125"
"27","14","-0.126"
"22","15","-0.129"
"7","16","-0.131"
"9","17","-0.157"
"14","18","-0.184"
"3","19","-0.208"
"4","20","-0.226"
"11","21","-0.262"
"5","22","-0.267"
"2","23","-0.308"
"25","24","-0.350"
"32","25","-0.350"
"19","26","-0.362"
"20","27","-0.375"
"23","28","-0.387"
"12","29","-0.405"
"13","30","-0.415"
"33","31","-0.446"
"24","32","-0.466"
"30","33","-0.539"
