"Atom number","Rang","Delta P"
"32","1","0.268"
"14","2","0.021"
"27","3","-0.030"
"15","4","-0.048"
"16","5","-0.121"
"2","6","-0.154"
"26","7","-0.190"
"30","8","-0.190"
"23","9","-0.195"
"17","10","-0.230"
"24","11","-0.230"
"28","12","-0.230"
"12","13","-0.246"
"4","14","-0.313"
"25","15","-0.405"
"31","16","-0.405"
"20","17","-0.423"
"11","18","-0.438"
"13","19","-0.442"
"9","20","-0.459"
"10","21","-0.507"
"21","22","-0.532"
"8","23","-0.551"
"6","24","-0.552"
"22","25","-0.586"
"7","26","-0.598"
"19","27","-0.655"
"33","28","-0.702"
"1","29","-0.808"
"29","30","-0.836"
"5","31","-0.859"
"18","32","-0.888"
"3","33","-0.902"
