"Atom number","Rang","Delta P"
"12","1","0.264"
"11","2","0.255"
"17","3","0.224"
"21","4","0.224"
"14","5","0.165"
"15","6","0.131"
"16","7","0.131"
"18","8","0.131"
"19","9","0.131"
"20","10","0.131"
"22","11","0.131"
"23","12","0.131"
"24","13","0.131"
"25","14","0.131"
"9","15","0.103"
"13","16","-0.183"
"7","17","-0.251"
"8","18","-0.298"
"10","19","-0.426"
"1","20","-0.484"
"29","21","-0.507"
"5","22","-0.520"
"27","23","-0.582"
"26","24","-0.682"
"2","25","-0.758"
"4","26","-0.765"
"28","27","-0.768"
"6","28","-0.889"
"3","29","-0.910"
