"Atom number","Rang","Delta P"
"4","1","0.079"
"7","2","0.008"
"20","3","-0.030"
"14","4","-0.040"
"26","5","-0.042"
"9","6","-0.046"
"21","7","-0.074"
"23","8","-0.086"
"30","9","-0.089"
"31","10","-0.089"
"32","11","-0.089"
"25","12","-0.092"
"8","13","-0.097"
"1","14","-0.104"
"12","15","-0.113"
"29","16","-0.117"
"11","17","-0.125"
"13","18","-0.125"
"27","19","-0.140"
"2","20","-0.142"
"10","21","-0.150"
"5","22","-0.157"
"15","23","-0.160"
"6","24","-0.175"
"24","25","-0.182"
"16","26","-0.183"
"19","27","-0.198"
"22","28","-0.218"
"17","29","-0.253"
"28","30","-0.261"
"3","31","-0.287"
"18","32","-0.299"
