"Atom number","Rang","Delta P"
"2","1","0.239"
"13","2","0.096"
"14","3","-0.068"
"25","4","-0.136"
"20","5","-0.182"
"19","6","-0.247"
"6","7","-0.310"
"28","8","-0.311"
"21","9","-0.390"
"7","10","-0.429"
"9","11","-0.433"
"23","12","-0.445"
"27","13","-0.454"
"16","14","-0.528"
"8","15","-0.532"
"10","16","-0.560"
"3","17","-0.594"
"4","18","-0.594"
"1","19","-0.598"
"15","20","-0.605"
"17","21","-0.622"
"24","22","-0.634"
"11","23","-0.664"
"12","24","-0.670"
"26","25","-0.681"
"22","26","-0.697"
"5","27","-0.718"
"18","28","-0.744"
