"Atom number","Rang","Delta P"
"9","1","0.359"
"10","2","0.359"
"11","3","0.359"
"1","4","0.301"
"3","5","0.301"
"4","6","0.301"
"22","7","0.075"
"21","8","0.057"
"27","9","-0.011"
"8","10","-0.115"
"23","11","-0.198"
"2","12","-0.224"
"14","13","-0.312"
"26","14","-0.317"
"15","15","-0.320"
"20","16","-0.321"
"6","17","-0.373"
"13","18","-0.425"
"7","19","-0.534"
"29","20","-0.547"
"5","21","-0.663"
"25","22","-0.744"
"18","23","-0.745"
"28","24","-0.780"
"17","25","-0.792"
"24","26","-0.808"
"12","27","-0.830"
"16","28","-0.831"
"19","29","-0.868"
