"Atom number","Rang","Delta P"
"28","1","0.424"
"10","2","0.241"
"1","3","0.192"
"21","4","0.112"
"17","5","0.067"
"29","6","0.023"
"15","7","0.016"
"16","8","-0.003"
"18","9","-0.037"
"8","10","-0.273"
"22","11","-0.279"
"27","12","-0.294"
"7","13","-0.320"
"3","14","-0.336"
"4","15","-0.370"
"25","16","-0.370"
"32","17","-0.370"
"6","18","-0.373"
"26","19","-0.382"
"31","20","-0.382"
"14","21","-0.417"
"5","22","-0.421"
"11","23","-0.421"
"9","24","-0.423"
"2","25","-0.431"
"23","26","-0.459"
"20","27","-0.509"
"33","28","-0.511"
"13","29","-0.516"
"24","30","-0.520"
"19","31","-0.577"
"12","32","-0.587"
"30","33","-0.600"
