"Atom number","Rang","Delta P"
"12","1","0.670"
"11","2","0.623"
"15","3","0.415"
"17","4","0.415"
"18","5","0.415"
"19","6","0.415"
"21","7","0.415"
"22","8","0.415"
"23","9","0.415"
"9","10","0.389"
"16","11","0.332"
"20","12","0.332"
"24","13","0.332"
"25","14","0.332"
"14","15","0.307"
"13","16","0.276"
"26","17","0.194"
"8","18","0.164"
"7","19","0.112"
"6","20","0.018"
"29","21","-0.034"
"10","22","-0.058"
"1","23","-0.082"
"5","24","-0.155"
"27","25","-0.697"
"3","26","-0.761"
"28","27","-0.763"
"4","28","-0.798"
"2","29","-0.873"
