"Atom number","Rang","Delta P"
"13","1","0.545"
"6","2","0.393"
"1","3","0.387"
"15","4","0.194"
"17","5","0.136"
"18","6","0.009"
"22","7","0.009"
"14","8","0.006"
"24","9","-0.043"
"31","10","-0.043"
"16","11","-0.087"
"21","12","-0.131"
"4","13","-0.135"
"25","14","-0.149"
"30","15","-0.149"
"10","16","-0.183"
"27","17","-0.243"
"9","18","-0.261"
"8","19","-0.331"
"3","20","-0.365"
"20","21","-0.386"
"28","22","-0.426"
"26","23","-0.432"
"23","24","-0.442"
"5","25","-0.464"
"7","26","-0.511"
"29","27","-0.546"
"2","28","-0.553"
"12","29","-0.607"
"19","30","-0.614"
"11","31","-0.631"
